effective_date,ticker
2011-11-20,OSK
2011-11-20,PACW
2011-11-20,PCH
2011-11-20,PCX
2011-11-20,PDE
2011-11-20,PETM
2011-11-20,PII
2011-11-20,PKG
2011-11-20,PL
2011-11-20,PLCM
2011-11-20,PLT
2011-11-20,PMTC
2011-11-20,PNM
2011-11-20,PNR
2011-11-20,PNRA
2011-11-20,PPDI
2011-11-20,PRGO
2011-11-20,PRSP
2011-11-20,PSS
2011-11-20,PTEN
2011-11-20,PVH
2011-11-20,PXP
2011-11-20,QLGC
2011-11-20,QSFT
2011-11-20,RAH
2011-11-20,RAX
2011-11-20,RBC
2011-11-20,RCII
2011-11-20,RDK
2011-11-20,RE
2011-11-20,REG
2011-11-20,RFMD
2011-11-20,RGA
2011-11-20,RGS
2011-11-20,RJF
2011-11-20,RKT
2011-11-20,RMD
2011-11-20,ROL
2011-11-20,ROVI
2011-11-20,RPM
2011-11-20,RS
2011-11-20,RVBD
2011-11-20,RYL
2011-11-20,RYN
2011-11-20,SCHL
2011-11-20,SCI
2011-11-20,SEIC
2011-11-20,SFD
2011-11-20,SFG
2011-11-20,SGMS
2011-11-20,SHAW
2011-11-20,SIVB
2011-11-20,SKS
2011-11-20,SLAB
2011-11-20,SLG
2011-11-20,SLGN
2011-11-20,SLH
2011-11-20,SM
2011-11-20,SMG
2011-11-20,SMTC
2011-11-20,SNH
2011-11-20,SNPS
2011-11-20,SNV
2011-11-20,SON
2011-11-20,SPN
2011-11-20,SPW
2011-11-20,SRX
2011-11-20,STE
2011-11-20,STLD
2011-11-20,STR
2011-11-20,STRA
2011-11-20,SUG
2011-11-20,SWKS
2011-11-20,SXT
2011-11-20,TBL
2011-11-20,TCB
2011-11-20,TCO
2011-11-20,TDS
2011-11-20,TDW
2011-11-20,TECD
2011-11-20,TECH
2011-11-20,TEX
2011-11-20,TFX
2011-11-20,THG
2011-11-20,THO
2011-11-20,THOR
2011-11-20,TIBX
2011-11-20,TIN
2011-11-20,TKR
2011-11-20,TNB
2011-11-20,TOL
2011-11-20,TR
2011-11-20,TRH
2011-11-20,TRMB
2011-11-20,TRMK
2011-11-20,TRN
2011-11-20,TSCO
2011-11-20,TUP
2011-11-20,TW
2011-11-20,TWTC
2011-11-20,UA
2011-11-20,UDR
2011-11-20,UGI
2011-11-20,UHS
2011-11-20,UNT
2011-11-20,URI
2011-11-20,URS
2011-11-20,UTHR
2011-11-20,UTR
2011-11-20,UVV
2011-11-20,VAL
2011-11-20,VCLK
2011-11-20,VLY
2011-11-20,VMI
2011-11-20,VRTX
2011-11-20,VSH
2011-11-20,VVC
2011-11-20,WAB
2011-11-20,WABC
2011-11-20,WBS
2011-11-20,WCG
2011-11-20,WCN
2011-11-20,WDR
2011-11-20,WEN
2011-11-20,WERN
2011-11-20,WFSL
2011-11-20,WGL
2011-11-20,WGOV
2011-11-20,WMS
2011-11-20,WOOF
2011-11-20,WOR
2011-11-20,WR
2011-11-20,WRB
2011-11-20,WRC
2011-11-20,WRI
2011-11-20,WSM
2011-11-20,WSO
2011-11-20,WTR
2011-11-20,XEC
2011-11-20,ZBRA
