date,action,ticker,name,reason
2026-06-30,added,PPLI,,"derived from wiki revision diff (rev 1361863284 @ 2026-06-30, prev 2026-05-28)"
2026-06-30,added,PTON,,"derived from wiki revision diff (rev 1361863284 @ 2026-06-30, prev 2026-05-28)"
2026-06-30,added,UTI,,"derived from wiki revision diff (rev 1361863284 @ 2026-06-30, prev 2026-05-28)"
2026-06-30,added,VSXY,,"derived from wiki revision diff (rev 1361863284 @ 2026-06-30, prev 2026-05-28)"
2026-06-30,removed,AMWD,,"derived from wiki revision diff (rev 1361863284 @ 2026-06-30, prev 2026-05-28)"
2026-06-30,removed,IAC,,"derived from wiki revision diff (rev 1361863284 @ 2026-06-30, prev 2026-05-28)"
2026-06-30,removed,KW,,"derived from wiki revision diff (rev 1361863284 @ 2026-06-30, prev 2026-05-28)"
2026-06-30,removed,NVRI,,"derived from wiki revision diff (rev 1361863284 @ 2026-06-30, prev 2026-05-28)"
2026-06-30,removed,PRA,,"derived from wiki revision diff (rev 1361863284 @ 2026-06-30, prev 2026-05-28)"
2026-06-30,removed,SSTK,,"derived from wiki revision diff (rev 1361863284 @ 2026-06-30, prev 2026-05-28)"
2026-06-30,removed,VRE,,"derived from wiki revision diff (rev 1361863284 @ 2026-06-30, prev 2026-05-28)"
2026-06-30,removed,VSCO,,"derived from wiki revision diff (rev 1361863284 @ 2026-06-30, prev 2026-05-28)"
2026-07-11,added,BLKB,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,CACC,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,CAG,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,CNXC,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,COTY,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,DMC,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,EBC,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,GPOR,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,GT,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,IVT,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,LAZ,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,LQDA,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,MBGL,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,MFP,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,NHI,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,NIC,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,POOL,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,RSI,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,USLM,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,WRBY,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,added,WSBC,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,ARI,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,CABO,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,CLB,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,CTKB,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,EMBC,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,ETD,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,FDP,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,FWRD,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,GDYN,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,GOGO,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,IIIN,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,MNRO,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,OXM,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,PRAA,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,RWT,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,SANM,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,SEM,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,SMTC,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,STEL,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,UHT,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,VIAV,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-11,removed,VITL,,"derived from wiki revision diff (rev 1363714692 @ 2026-07-11, prev 2026-06-30)"
2026-07-24,added,CPB,,"derived from wiki revision diff (rev 1365822406 @ 2026-07-24, prev 2026-07-19)"
2026-07-24,added,LEU,,"derived from wiki revision diff (rev 1365822406 @ 2026-07-24, prev 2026-07-19)"
2026-07-24,added,SEI,,"derived from wiki revision diff (rev 1365822406 @ 2026-07-24, prev 2026-07-19)"
2026-07-24,removed,CPRX,,"derived from wiki revision diff (rev 1365822406 @ 2026-07-24, prev 2026-07-19)"
2026-07-24,removed,WSR,,"derived from wiki revision diff (rev 1365822406 @ 2026-07-24, prev 2026-07-19)"
